UR114536648	3F501B516D1ADE861F6CF7BEA8628F2E	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-20	Good for the Money	4	4	My wife, her sister and husband and I stayed at T.I. Overall it was a good experience. Our check-in was great. No long lines. However, we arrived at 10pm. We did notice long lines on a couple of occassions, usually late afternoon. I cannot say how fast the lines moved, though. The front desk people were quite nice and helpful. One issue we had was we requested our room be next to or close to my sister-in-law's room (this was done when we made our original reservation). Not only were the rooms not on the same floor, due to the set up of elevators, we had to take an elevator to the ground level to get on another elevator to go to their room. An inconvinience but not a deal breaker. We usually just met at the elevators on the ground floor.<br/><br/>The rooms were clean, nice and spacious. The bed was comfortable (a little soft for my tastes but my wife loved it). Plenty of room in the bathroom. Only one sink. Again, not a huge issue just a minor inconvinience. As stated in several reviews, there is not refrigerator or microwave. However, styrofoam coolers are plentiful in town. If you want beverages, just go to the Walgreen's across the street to get a cooler.<br/><br/>Both of our rooms faced the strip, overlooking the pirate show. The show could be heard from our rooms, especially when the cannons went off. This was not a bother to us, just want people to be aware that there will be some noise.<br/><br/>We had mixed feelings on the restaurants in T.I. We arrived late on Wed and decided to eat at Gilley's. As we were walking in, a couple told us that it was the best food they had while in Vegas. They had eaten at Gilley's a couple of times and that the short ribs and the mac &amp; cheese were the best. We all thought the mac &amp; cheese was very good. I had the ribs and was a little disappointed. They were a little dry. Good flavor, though. My brother-in-law had a burger but was not overly impressed. Not a restaurant I would go out of my way for.<br/><br/>Kahunaville was our favorite restaurant. Not because the food was great (it was above average) but because they push coupons. Anywhere to save a buck. We ate dinner there once and breakfast twice. They have a fruit plate for $10 that will feed four people. The fruit was fresh. The strawberries were fantastic, the cantaloupe was sweet as was the honeydew melon. It had watermelon, grapes and a banana, along with a yougart dip. You have an option to eat by the pool. For breakfast, it is a must. The mornings are cool (relatively) and just pleasant to be outside.<br/><br/>The coffee shop is a typical cooffee shop. The breakfasts are normal fare, eggs, bacon, pancakes... The service was good but we thought the prices were a little high.<br/><br/>We never ate at the buffet, the deli nor the Mexican restaurant. Due to reviews, we also did not eat at the pizza place. Looking at the short lines when we went by, I would say most people did not eat there.<br/><br/>T.I. does have a nice pool. It is small for the size of the hotel. However, we were down poolside by 9am on a couple days and had no problems getting chairs. The pool area is kept clean and the service was good.<br/><br/>Overall, I would say we got what we paid for. You will not be blown away by anything at T.I nor will you be overly disappointed. We had an enjoyable stay. The help were all, well, helpful. Everything was in working condition. The facility could use a bit of a make over but, again, not anything that was a deal breaker. <br/><br/>The bottom line is would we stay there again? Probably not. Not because we did not enjoy ourselves but because we would like to try something different. If you are looking to keep your expenses down but want to be on the strip, T.I. is a good choice.	4	-1	-1	-1	5	5	-1	5
UR114557415	3EE7E1A613DFAF80176E688CD96DFA5F	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-20	TI - Renovated Rooms are Great for the price	4	0	Quick trip to Vegas, paid 70nt incl resort fee M-Thur and the room was great. Recently updated and included new flat screen TV, carpet, beds (very comfy), tile and fixtures. Received a 2-4-1 lunch buffet as well. TI has a great strip location across form City Center, Mirage, Venetian, Palazzo, Wynn / Encore but across the street from Casino Royale, low minimiums, cheap food and drinks. Pool is OK, not much more than a large Hot Tub really. TI definately a good value on the strip.	5	-1	-1	-1	4	4	-1	5
UR114560151	3CBC9A567EC92FD6D955278FB45A357B	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-20	Would definately return	4	2	Just got back from 4 nights at the TI in the middle of June. We had no issues and would highly recommend this property. But again, it is all about expectations. We had a great rate from a discount hotel site and even with the resort fee (which is rediculous but we know about it so we included it in our hotel budget) the price was right. You can't expect the world. But the check in for us was very fast (albeit this was at 8:30pm so not as busy as early afternoon). The room was updated and modern. The small-ish flatscreen TV worked great, as did the safe. Sure, maybe the casino itself is not as nice as others on the strip but it was fine too and the ventilation kept the smoke down unless someone was smoking right next to you. We only had the buffet lunch one day and it was pretty good, but probably only worth it with the 2-1 coupon. Drink service at the casino was excellent. The pool was also OK. Just go first thing in the morning if you want to relax. Don't bring the kids in the afternoon when it turns into a party crowd. The main thing is location. It is close enough to everything to be convenient, but outside the craziness of the south strip. There is a strip express and deuce bus stop just outside which was very convenient to both go to the south strip and downtown (we even used the strip express to get to the airport - transfer at south strip terminal to a 109 to save the $20 cab fare). It was nice having the mall next door too.	5	-1	-1	-1	5	4	-1	4
UR114577142	4E5330DDC3AA9814EE9AEC091CD43013	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-20	Treasure Island My second Home	5	0	I just stayed with you for my birthday week June 5-11th....The Keno ladies, Sports Book staff, and cocktail waitresses were fantastic! I have stayed at your property since 1995. I go to vegas 2/3 times a year and always stay with you guys! Keep up the good work! See you in July!	5	-1	-1	-1	5	5	-1	5
UR114580326	1DEB19956D0E31CE46AB5BEC8EE834D9	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-20	Never again	1	2	This hotel is so disappointing. From the moment you queue for an age to check-in to the moment you finally get to the end of the queue to check-out. Anyone who finds this hotel acceptable needs to get out more !!<br/><br/>The staff have such poor customer skills it must be an organisaional issue. This includes the reception staff, bell services and even the cleaners.<br/><br/>The hotel is dirty especially in the rooms. Towels smell of smoke and bed linen was dirty, even after having it changed.<br/><br/>If you are thinking of booking here DONT, it really is as bad as I say. Instead book for a better hotel and stay one day less if the cost is a issue. You will save the time anyway as you need a day to queue at check in at Treasure Island.<br/><br/>YOU HAVE BEEN WARNED	2	-1	-1	-1	-1	1	-1	2
UR114609449	3913AA87B9F25ABAE061DF22F13A1056	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	TI was as good as ever	4	0	We stayed here in the week leading up to Memorial Day and found TI to be as good as ever. We had noisy neighbours for one night but otherwise the room was quiet, clean and comfortable. The housekeeping staff are to be congratulated. We also enjoyed the buffet. Vegas was very busy that weekend but the only way we were inconvenienced was driving back down the I15 on the Monday - never again!	5	-1	-1	-1	5	5	-1	4
UR114609601	20EFDB1BE842F34E05F426411954B7FD	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	Average hotel	3	0	Stayed 4 nights in June with freinds. Stayed on 7th floor which said we had a view of Sirens Cove. All we could see was back of trees and roof top. Room was clean but dated and a little worn. Bathroom ammenities were of very poor quality. Rooms were quiet which we like. Resteraunts and bars were very nice and had very freindly staff. Only downfall were the rooms. Gambling was good. Will stay somewhere else next time.	3	-1	-1	-1	4	4	-1	5
UR114609994	CC58EB702A311C131A7639B2B1B8FBFD	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	Great value-friendly service-will definitely come back	4	2	We stayed there during the first week in June and had a fabulous time. Great location on the Strip, close to many of the attactions. Very friendly and prompt service. Loved the food and drinks at Kahunaville restaurant. The pool was very nice, if a bit small. Still, very enjoyable way to spend a couple of hours relaxing. Room very clean and comfortable. The Sirens show is a little tacky, but hey, it's Vegas. Definitely great value and a fun stay and we will be back!	4	-1	-1	-1	5	5	-1	5
UR114610955	97DEFB45554A7BA623908262865AB19E	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	Good value at discounted rate	3	2	Arrived on a Sunday and spent two nights with wife and two kids. We booked the rooms through Priceline for $65 per night, but still had to pay the resort fee of $22.50 per night. For the resort fee you get in-room wi-fi and the use of the fitness center. <br/>Check-in was awful as I stood in line for 50 minutes. The room was fine but basic. Our a/c unit worked okay but it was pretty loud when trying to sleep; the smaller flat screen television was okay and came with minimal basic channels. The pool area was just average. There was a lot of debris in the pool from the surrounding palm trees. Do not plan to use this pool if you come with the intentions of swimming. This pool is shallow at 3.5 ft, and people just hang out and drink (which is fine by me) with very little swimming going on. The fitness center was good, and they provide fresh fruit, bottled water, and towels. Overall, we had a nice stay, but try and get discounted rooms. Even with the minor setbacks, I would stay here again.	3	-1	-1	-1	3	3	-1	3
UR114614340	FBC3D9162C267305E9341D306AAB2385	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	Great hotel for the value	4	0	My husband and I stayed at Treasure Island for two nights May 6 - 8, 2011. I have to admit that I was very skeptical about booking this hotel. We normally stay at the MGM, but with the boxing fight being that weekend rooms were sold out or overpriced. We decided to give Treasure Island a try because of its great location in the center of the strip. <br/><br/>Upon arrival I was disappointed that the desk was not open for early check in until a certain time and that a line was already beginning to form. Besides that I was very impressed with the hotel once we checked in. The room was comfortable and very clean. I am very picky when it comes to hotels and Treasure Island exceeded my expectations. We were celebrating our anniversary and the hotel sent up a complimentary bottle of champagne which was a very nice gesture. Our room overlooked Pirates Cove and the strip and the noise wasn't a factor at all. I told my husband MGM will always be MGM, but we now have another solid option for future visits.	5	-1	-1	-1	5	5	-1	5
UR114627701	9BFB2A97991947D691BE9B4E12C00981	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-21	Perfectly average (in a great way)	4	6	I stayed at TI June 18-21 for my youngest brother's 21st birthday. Our family plus a few friends came down, and we didn't have any issues with TI. Yes, the Saturday check-in line was long (we got there around 1:00 and waited about 30 minutes) but what do you expect? It's Vegas! There was a guy in line with a 12 pack of cold Bud Light; seems he had the right idea. We also didn't get our room key until 3, but again, THIS IS WHAT TIME THE ROOMS ARE SUPPOSED TO BE READY. So no big deal. They held our luggage while we ate lunch and explored the Strip. <br/><br/>TI is a great location on the Strip. We walked everywhere except the Rio (to see Penn &amp; Teller), but it was a short 5 minute cab ride away. We didn't make it down to MGM, Mandalay Bay, New York, etc but probably would have walked it if we had more time. The people directing the cab traffic at TI deserve special praise as it was one of the most organized pickup/dropoff areas I saw. <br/><br/>We got 2 non smoking connecting rooms when we checked in, which is what we wanted. They were kept clean and the sheets and towels were changed daily. Housekeeping starts early though - I was sleeping alone at 8 am and was apparently walked in on by a maid because I'd forgotten to put the Privacy thing on the door (thank God I sleep fully clothed). She backed out of the room and ran into my family (who was coming back from Walgreens) and let them know she'd come back later. I never even woke up. We all got a good laugh about it.<br/><br/>The casino is okay. It's not the best or the worst on the Strip, but I'm not much of a gambler, so that was fine for me. The dealers are patient.<br/><br/>Didn't go to any shows at TI, so I can't review that.<br/><br/>I ended up spending most of my hotel drinking time downstairs at Gilleys. I don't like country music, but being from Georgia, the bar felt like home. I didn't have any rude servers (like several reviewers have said). In fact, the awesome day shift bartender remembered my brother's birthday and both mine and my mom's drink order the next day. He's very sarcastic, so perhaps that was interpreted by some people as rude; I however loved it. The bar isn't crowded at all in the daytime, which is a nice change from the rest of the Strip if you need to chill for an hour. At night, it's much more crowded and draws a very casually dressed group - no dress code here but there's a live country band most nights and plenty of line dancing. They have a mechanical bull that seems to be in constant rotation - both my brother and my dad rode it and loved it (and we loved watching them fall off!). You get a free bull ride on your birthday. I wasn't very impressed by the food, but it was edible and some things were better than others.<br/><br/>We tried Kahunaville, but it was pretty dead on Monday night. The bartenders do a few flair tricks, so that's neat. <br/><br/>The buffet was great; again, some things were better than others. The mashed potatoes were awesome. The pizza was not awesome. <br/><br/>I did spend an hour at the pool in the morning, and it is a small pool, but I was only out there because my group wanted to go. I don't get why you go to Vegas to hang out by a pool when you can do that anywhere else, but whatever. They seemed to enjoy it.<br/><br/>The rooms were very nice and spacious without a lot of frills. I would have liked a microwave/fridge combo, but that's not a deal breaker for me. If you absolutely need a microwave/fridge, book somewhere else. I was glad the room was so basic. It encouraged us to spend more time in Vegas doing exciting things as opposed to spending time in the room.<br/><br/>The Sirens show is kitschy, but definitely worth seeing. If you hear fireworks and loud booms from your hotel room the first night, it's the Sirens show (I thought I had really loud neighbors or something until I figured it out). It only lasts about 10 minutes and it's over early, though. Our non strip view room on the 11th floor was very quiet at night.<br/><br/>Overall, I'd stay there again. Great value for the price.	5	-1	-1	-1	5	4	-1	5
UR114628995	185B226C42D478F1DC5F05911E136392	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-22	Friendly but crowded pool	3	0	Had 2 rooms for one night. Booked the rooms through hotels.com. Did not get smoke free rooms but had one room upgraded to a suite for free. On the other hand, the suite was not much better than a room. Did not get strip view for one of the rooms as booked. Check in was quick and staff was nice and friendly. Pool was nice and not crowded in the morning but after lunch it was filled and partying people so it was impossible to use it then. Indoor resturant and bar was good and with friendly athmosphere. I will probably not stay here again, if you travel with kids and want to use a pool in Vegas do not stay at a casino hotel.	4	-1	-1	-1	3	4	-1	3
UR114655521	E2E6F5F8F13DF74FA15E3A7A64BE0C83	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-22	Perfect Stay	5	0	We flew in from San Diego and took a shuttle to T.I. We decided it would be a perfect place to stay since we were only here for a couple days and just needed a suitable room for my boyfriend, 1 year old daughter, and me. The room was clean and didn't have any noise problems with neighbors at all. We booked the &quot;Strip View&quot; room through hotels.com and didn't have any problems checking in our anything. The view was magnificent and the price was great. I highly recommend Treasure Island if you are keeping in mind a budget friendly trip.	5	-1	-1	-1	5	5	-1	5
UR114658112	8700D18BE52569C123D50520704AE13E	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-22	Don&#39;t Expect Too Much	3	0	I feel a little guilty writing a negative review for TI since my recent stay was a comp stay as an invited guest so I'll start with the pluses. Overall I found TI to be perfectly acceptable for a Strip Hotel. Decent room, as good as any in Vegas if a bit smaller than say a suite at the Venetian across the street. The staff was polite and helpful at check-in and at the Players Club. The casino and the hotel in general is a bit smaller than many of the others and it's pretty easy to navigate around and find what you need. They have limited dining options but the other hotels within walking distance provide plenty of alternatives. I will say that my dinner at Isla the Mexican restaurant in TI was really wonderful. Great service , great food and a fun atmosphere. <br/>The pool is really small and not much more than a watering hole in a concrete parking lot. I don't use it but if you are looking for pool action TI would be a bad choice. Same with the Spa which I did use. It is small and not the cleanest. I've been to much better at other nearby hotels.<br/>Bottom line- If you're looking for a base in a smaller hotel in the center of the action and you don't care about the pool or spa, TI isn't a bad deal.	5	-1	-1	-1	3	4	-1	4
UR114674301	AAAA75D43A5AACE70B7E31D6D8AFD402	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-23	Nice place: cosy and well located	4	3	I spent four nights at TI Las Vegas. Me and my wife had a good time by the pool (they have two - the smaller is a warm water pool), having some frozzen, enjoying the casino and having lunch in The Buffet at TI (this is one of the best deals in Las Vegas - very good meal for a good price). In front of the hotel there is a Walgreens store, which is pretty convenient. It is also close to a Mc Donalds restaurant, and to the beatiful Palazzo and The Venetian hotels. In general, this is a very good place with a good price. Before booking, request a membership over their website. There are some special offers that should be sent to your email. This clue applies for most hotels in Las Vegas.	4	-1	-1	-1	3	4	-1	4
UR114686919	F9496A93160166DCA6363AE228C4F1C2	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-23	Big Hotel, nice room, bad service	4	3	I stayed at this hotel for 5 nights. It is a HUGE hotel..... where do i start?... letsget ths review started by the pros:<br/>-Clean room, and clean bathroom<br/>-onsite restaurant and casino<br/>-security evrywhere, i never felt in danger at all<br/>-There is a massive show right outside the hotel.<br/>-location is great! right in the middle of the action<br/>-lot of restaurants to chose from within walking distance<br/>-Cirque du Solei INSIDE the hotel<br/>-nice views from room<br/><br/>now the bad ones:<br/>-Parking lot was too far away from lobby and from room (i dont like valet, i prefer to park on my own, and with 2 bags, my laptop and too tired, lot of walking to check in is not a good combination)<br/>- lack of signs, to help me find my way to check in, and to my room.... there is people evrywhere, and for a first timer like me, it was very difficult to find the lobby.<br/>-30 minutes to checkin....1 hour! to check out!!<br/>- Resort fee!!! 23 dlls per day!... come on! is this a &quot;new&quot; standard at vegas and big cities? just incllude the &quot;resortfee&quot; in the price of my room and i wouldnt say anything. why charge me for a fee that i wont use at all?<br/><br/>Overall it is a good hotel, a little bit pricey but not that much.	3	-1	-1	-1	4	3	-1	5
UR114690291	C70CEDE7AD2090C76EAA1FBA7B971F85	Treasure Island - TI Hotel & Casino	Las_Vegas_Nevada	2011-06-23	Great location, but very small pool	4	3	Treasure Island has a great location right on the strip. It is walking distance to everything, although it is far to walk to the end of the strip from there. We had a great room with beautiful view, new and clean. Very comfortable. We checked in around noon so maybe that is why we had a nice room. I heard some others were not so lucky. The outdoor pool is very small in comparison to the hotel capacity, so we felt like sardines around the pool. In the pool on Thur-Sat there was a real party atmosphere, very packed with mostly young people. I was totally discussed when I noticed something very &quot;questionable&quot; floating on the surface. Disgusting. Also, they serve these cool drinks in veeeery large glasses- looks cool- the price not so cool $24!!!! We had a rental car and the parking is free in every hotel so it was well worth to keep the car for the extra few days. The Sirens show at the TI was nice- free, service was good and the restaurant in the hotel was excellent- we ordered an appetizer platter- yummy. To summarize, if you just want a good room in a nice hotel with great location, TI can be your choice. If you look forward to spending time in or around the pool, not so good.	4	-1	-1	-1	5	4	-1	5
